game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,video_average_views,game_name,links,global_sales
Back to the Future: The Game - Episode I: It's About Time,2010-12-22,74,7.1,44,4154731,41149,2266,0,5930,39,97,Action Adventure,NA,23,13,3,15,7,7,94425.7045454545,Back to the Future: The Game - Episode I: It's About Time,http://www.vgchartz.com/game/52425/back-to-the-future-the-game-episode-i-its-about-time/,NA
The Sims 3: Late Night Expansion Pack,2010-10-26,74,5.3,35,52456,644,46,0,164,17,78,Simulation,T,10,7,0,8,4,4,1498.74285714286,The Sims 3: Late Night Expansion Pack,http://www.vgchartz.com/game/48018/the-sims-3-late-night-expansion-pack/,1.7
The Sims 3: Ambitions,2010-06-01,74,7.3,40,247865,2541,120,0,1240,25,51,Simulation,T,15,9,1,5,2,2,6196.625,The Sims 3: Ambitions,http://www.vgchartz.com/game/46263/the-sims-3-ambitions/,0.46
Disney/Pixar Toy Story 3,2010-06-15,73,6.3,17,337773,5552,87,0,468,7,11,Action,E10+,5,2,0,0,0,0,19869,Disney/Pixar Toy Story 3,http://www.vgchartz.com/gamedb/?name=Disney/Pixar+Toy+Story+3,NA
ArmA II: Operation Arrowhead,2010-06-29,73,8.1,10,979626,7184,134,0,673,29,191,Action,M,14,14,1,28,6,6,97962.6,ArmA II,http://www.vgchartz.com/game/31777/arma-ii/,0.14
Blood Bowl: Legendary Edition,2010-10-28,73,6.4,23,93054,1095,66,0,308,13,75,Sports,T,7,6,0,11,11,11,4045.82608695652,Blood Bowl: Legendary Edition,http://www.vgchartz.com/game/50827/blood-bowl-legendary-edition/,0.02
Alpha Protocol,2010-06-01,72,7.5,23,134120,1251,46,0,321,25,511,Role-Playing,M,11,13,1,91,35,35,5831.30434782609,Alpha Protocol,http://www.vgchartz.com/game/29906/alpha-protocol/,0.03
Medal of Honor,2010-10-12,72,6.4,26,70259,1045,26,0,412,26,518,Action,M,16,9,1,63,48,48,2702.26923076923,Medal of Honor,http://www.vgchartz.com/game/41327/medal-of-honor/,0.49
Blood Bowl,2010-01-26,72,6.5,10,8410,81,1,0,24,34,57,Sports,T,14,20,0,15,3,3,841,Blood Bowl,http://www.vgchartz.com/game/25401/blood-bowl/,0.05
Divinity II: Ego Draconis,2010-01-06,72,7.7,49,539183,2737,251,0,694,43,126,Role-Playing,M,21,22,0,21,4,4,11003.7346938776,Divinity II: Ego Draconis,http://www.vgchartz.com/game/39321/divinity-ii-ego-draconis/,0.07
Flotilla,2010-02-26,72,7.3,3,220681,1201,50,0,203,7,14,Strategy,NA,2,5,0,3,1,1,73560.3333333333,Flotilla,http://www.vgchartz.com/gamedb/?name=Flotilla,0
Poker Night at the Inventory,2010-11-22,71,7,4,5808,56,4,0,9,11,109,Miscellaneous,E10+,5,6,0,14,15,15,1452,Poker Night at the Inventory,http://www.vgchartz.com/gamedb/?name=Poker+Night+at+the+Inventory,0
Europa Universalis III: Divine Wind,2010-12-14,71,8.7,1,134899,12809,117,0,1370,9,38,Strategy,E10+,5,4,0,3,3,3,134899,Europa Universalis III,http://www.vgchartz.com/game/17392/europa-universalis-iii/,0.01
Max & the Magic Marker,2010-02-08,71,5.7,14,298288,2823,98,0,1075,11,6,Action,E,5,6,0,1,0,0,21306.2857142857,Max & the Magic Marker,http://www.vgchartz.com/gamedb/?name=Max+&+the+Magic+Marker,0
Mass Effect 2: Kasumi - Stolen Memory,2010-04-06,71,7.3,28,119878,3295,70,0,655,13,89,Role-Playing,M,6,7,0,6,1,1,4281.35714285714,Mass Effect 2,http://www.vgchartz.com/game/28816/mass-effect-2/,0.39
The Kings' Crusade,2010-10-08,71,6.9,50,633070,3982,218,0,732,12,21,Strategy,NA,7,5,0,4,2,2,12661.4,The Kings' Crusade,NA,NA
Lead and Gold: Gangs of the Wild West,2010-04-08,70,8.4,45,1334478,9441,274,0,3221,25,119,Action,M,14,10,1,22,6,6,29655.0666666667,Lead and Gold: Gangs of the Wild West,http://www.vgchartz.com/gamedb/?name=Lead+and+Gold%3A+Gangs+of+the+Wild+West,0
Global Agenda,2010-02-01,70,7.9,49,30323432,60206,9231,0,5472,16,350,Role-Playing,T,6,10,0,62,23,23,618845.551020408,Global Agenda,http://www.vgchartz.com/gamedb/?name=Global+Agenda,0
Evochron Mercenary,2010-09-17,70,7.8,6,35220,359,1,0,47,7,62,Simulation,NA,4,3,0,23,5,5,5870,Evochron Mercenary,http://www.vgchartz.com/gamedb/?name=Evochron+Mercenary,0
Puzzle Agent,2010-06-30,70,6.9,1,134899,12809,117,0,1370,24,74,Miscellaneous,NA,8,16,0,3,9,9,134899,Puzzle Agent,http://www.vgchartz.com/gamedb/?name=Puzzle+Agent,0
The Whispered World,2010-04-26,70,7.6,4,3371164,24337,1103,0,3406,41,78,Adventure,E,18,23,0,3,2,2,842791,The Whispered World,http://www.vgchartz.com/game/28652/the-whispered-world/,0.1
Portal 2,2011-04-18,95,8.8,32,49983,762,16,0,132,52,6054,Action,E10+,51,1,0,NA,117,117,1561.96875,Portal 2,http://www.vgchartz.com/game/43865/portal-2/,0.76
The Elder Scrolls V: Skyrim,2011-11-10,94,8.1,12,115202,2086,39,0,611,32,9175,Role-Playing,M,32,0,0,NA,311,311,9600.16666666667,The Elder Scrolls V: Skyrim,http://www.vgchartz.com/game/49111/the-elder-scrolls-v-skyrim/,3.95
Batman: Arkham City,2011-11-21,91,8.6,29,1745050,50622,459,0,14050,27,1868,Action Adventure,T,27,0,0,228,33,33,60174.1379310345,Batman: Arkham City,http://www.vgchartz.com/game/41801/batman-arkham-city/,0.53
Deus Ex: Human Revolution,2011-08-23,90,8.5,48,81477051,73404,22718,0,8408,52,3090,Action,M,52,0,0,514,113,113,1697438.5625,Deus Ex: Human Revolution,http://www.vgchartz.com/game/43322/deus-ex-human-revolution/,0.59
Total War: Shogun 2,2011-03-15,90,8.3,50,8952967,94900,1844,0,21094,62,1188,Strategy,T,62,0,0,190,43,43,179059.34,Total War: Shogun 2,http://www.vgchartz.com/game/45921/total-war-shogun-2/,0.61
FIFA Soccer 12,2011-09-27,89,7.1,37,104593,1638,30,0,520,14,280,Sports,E,14,0,0,33,7,7,2826.83783783784,FIFA Soccer 12,NA,NA
Battlefield 3,2011-10-25,89,7.5,29,95359,2148,54,0,584,61,4947,Action,M,60,1,0,NA,192,192,3288.24137931034,Battlefield 3,http://www.vgchartz.com/game/35315/battlefield-3/,2.78
LIMBO,2011-08-02,88,8.1,49,1196927,8329,208,0,2777,22,1413,Action,T,22,0,0,171,56,56,24427.0816326531,LIMBO,http://www.vgchartz.com/game/52775/limbo/,0
Assassin's Creed: Brotherhood,2011-03-22,88,8.2,49,131749,2799,64,0,563,24,1118,Action Adventure,M,24,0,0,93,33,33,2688.75510204082,Assassin's Creed: Brotherhood,http://www.vgchartz.com/game/45055/assassins-creed-brotherhood/,0.6
The Witcher 2: Assassins of Kings,2011-05-17,88,8.5,41,143164,1220,30,0,349,76,4420,Role-Playing,M,70,6,0,NA,121,121,3491.80487804878,The Witcher 2: Assassins of Kings,http://www.vgchartz.com/game/39247/the-witcher-2-assassins-of-kings/,0.97
Super Meat Boy,2011-04-05,87,8.3,18,145202,1358,14,0,361,11,755,Action,T,11,0,0,120,14,14,8066.77777777778,Super Meat Boy,http://www.vgchartz.com/game/39683/super-meat-boy/,0
Dead Space 2,2011-01-25,87,8.3,19,3722,92,4,0,32,28,984,Action,M,27,1,0,122,29,29,195.894736842105,Dead Space 2,http://www.vgchartz.com/game/36807/dead-space-2/,0.32
Bastion,2011-08-16,86,8.6,12,34562,430,3,0,94,17,1369,Action,E10+,16,1,0,294,48,48,2880.16666666667,Bastion,http://www.vgchartz.com/game/50527/bastion/,NA
Crysis 2,2011-03-22,86,6.8,10,1669,24,2,0,16,42,1603,Action,M,39,3,0,199,116,116,166.9,Crysis 2,http://www.vgchartz.com/game/35003/crysis-2/,0.74
DiRT 3,2011-05-24,86,7,50,141214452,281022,25271,0,93294,23,440,Driving,T,21,2,0,43,29,29,2824289.04,DiRT 3,http://www.vgchartz.com/game/44026/dirt-3/,0.15
Battlefield 3: Back to Karkand,2011-12-13,86,7.2,46,186796,2479,40,0,529,9,158,Action,M,8,1,0,22,8,8,4060.78260869565,Battlefield 3: Back to Karkand,http://www.vgchartz.com/game/70284/battlefield-3-back-to-karkand/,NA
Amnesia: The Dark Descent,2011-02-17,85,8.6,7,30432,251,4,0,76,44,1222,Action Adventure,M,42,2,0,287,28,28,4347.42857142857,Amnesia: The Dark Descent,http://www.vgchartz.com/game/47169/amnesia-the-dark-descent/,NA
Frozen Synapse,2011-05-26,85,7.7,9,4724,90,0,0,23,27,194,Strategy,NA,24,3,0,43,6,6,524.888888888889,Frozen Synapse,http://www.vgchartz.com/gamedb/?name=Frozen+Synapse,0
Star Wars: The Old Republic,2011-12-20,85,5.9,14,221965,1826,164,0,672,73,2757,Massively Multiplayer,T,68,5,0,700,217,217,15854.6428571429,Star Wars: The Old Republic,http://www.vgchartz.com/game/31584/star-wars-the-old-republic/,2.97
Saints Row: The Third,2011-11-14,84,8.1,28,165534,2108,66,0,486,22,1272,Action Adventure,M,20,2,0,209,63,63,5911.92857142857,Saints Row: The Third,http://www.vgchartz.com/game/33323/saints-row-the-third/,0.39
SpaceChem,2011-03-02,84,8.4,20,133742,1065,43,0,253,13,162,Miscellaneous,NA,11,2,0,45,3,3,6687.1,SpaceChem,http://www.vgchartz.com/gamedb/?name=SpaceChem,0
Super Street Fighter IV: Arcade Edition,2011-07-07,84,7.8,48,323004,6017,68,0,872,11,153,Action,T,10,1,0,18,3,3,6729.25,Super Street Fighter IV: Arcade Edition,NA,0.13
Football Manager 2012,2011-10-20,84,8,44,3336324,52194,805,0,15580,45,174,Sports,E,43,2,0,22,5,5,75825.5454545455,Football Manager 2012,http://www.vgchartz.com/game/57526/football-manager-2012/,1.51
Unity of Command,2011-11-15,84,7.2,49,5852723,51941,946,0,10436,7,61,Strategy,RP,7,0,0,12,9,9,119443.326530612,Unity of Command,http://www.vgchartz.com/gamedb/?name=Unity+of+Command,NA
The Binding of Isaac,2011-09-28,84,8.3,49,16289110,71884,3318,0,17016,30,1015,Action,NA,28,2,0,196,36,36,332430.816326531,The Binding of Isaac,http://www.vgchartz.com/game/70545/the-binding-of-isaac/,0.03
Trine 2,2011-12-07,84,8.4,48,2773995,17749,299,0,3708,55,670,Action,E10+,51,4,0,80,16,16,57791.5625,Trine 2,http://www.vgchartz.com/game/45564/trine-2/,0.04
Rift,2011-03-01,84,7.2,45,2009352,12475,258,0,4153,59,564,Role-Playing,T,56,3,0,121,50,50,44652.2666666667,Rift,NA,NA
Shift 2: Unleashed,2011-03-29,84,6.1,7,673373,24195,426,0,4536,24,241,Driving,E10+,23,1,0,31,14,14,96196.1428571429,Shift 2: Unleashed,http://www.vgchartz.com/gamedb/?name=Shift+2%3A+Unleashed,NA
Anno 2070,2011-11-17,83,7,45,3776198,35167,1222,0,7272,33,496,Strategy,T,29,4,0,70,27,27,83915.5111111111,Anno 2070,http://www.vgchartz.com/game/50771/anno-2070/,1.43
Orcs Must Die!,2011-10-11,83,8.1,40,394780,4523,110,0,791,25,459,Action,T,22,3,0,93,19,19,9869.5,Orcs Must Die!,http://www.vgchartz.com/gamedb/?name=Orcs+Must+Die!,0
Terraria,2011-05-16,83,8.5,50,6876497,65430,1611,0,11511,29,1628,Action,T,25,4,0,468,54,54,137529.94,Terraria,http://www.vgchartz.com/game/51349/terraria/,0.15
L.A. Noire: The Complete Edition,2011-11-08,83,7.9,46,2304401,22364,419,0,3449,28,917,Adventure,M,23,5,0,99,49,49,50095.6739130435,L.A. Noire: The Complete Edition,http://www.vgchartz.com/game/68416/la-noire-the-complete-edition/,0.26
F1 2011,2011-09-19,83,7.2,48,2099857,24883,609,0,4825,10,84,Driving,E,8,2,0,10,3,3,43747.0208333333,F1 2011,http://www.vgchartz.com/game/51211/f1-2011/,0.19
The Book of Unwritten Tales,2011-10-28,82,8.2,50,921826,12963,258,0,3870,32,144,Adventure,T,28,4,0,32,4,4,18436.52,The Book of Unwritten Tales,http://www.vgchartz.com/game/32485/the-book-of-unwritten-tales/,0.1
Gemini Rue,2011-02-24,82,8.4,40,1127223,7032,257,0,885,24,195,Adventure,NA,21,3,0,41,6,6,28180.575,Gemini Rue,http://www.vgchartz.com/gamedb/?name=Gemini+Rue,0
Dragon Age II,2011-03-08,82,4.5,41,1391645,9957,279,0,2503,45,4549,Role-Playing,M,38,7,0,392,284,284,33942.5609756098,Dragon Age II,http://www.vgchartz.com/game/44010/dragon-age-ii/,0.63
Monday Night Combat,2011-01-24,82,7.3,41,1263931,32193,693,0,5385,10,64,Action,T,9,1,0,11,8,8,30827.5853658537,Monday Night Combat,http://www.vgchartz.com/gamedb/?name=Monday+Night+Combat,0
Fallout: New Vegas - Old World Blues,2011-07-19,82,7.8,36,439493,8756,223,0,3645,17,187,Role-Playing,M,14,3,0,25,11,11,12208.1388888889,Fallout: New Vegas,http://www.vgchartz.com/game/33664/fallout-new-vegas/,1.17
Rochard,2011-11-15,81,8,49,3383839,39459,1253,0,30469,16,123,Action,T,14,2,0,22,6,6,69057.9387755102,Rochard,http://www.vgchartz.com/gamedb/?name=Rochard,NA
Jamestown: Legend of the Lost Colony,2011-06-08,81,7.5,27,86523,698,54,0,283,20,130,Action,NA,17,3,0,30,9,9,3204.55555555556,Jamestown: Legend of the Lost Colony,http://www.vgchartz.com/gamedb/?name=Jamestown%3A+Legend+of+the+Lost+Colony,0
TrackMania 2 Canyon,2011-09-14,81,7.7,43,1311189,8063,340,0,2171,37,99,Driving,E,30,7,0,10,3,3,30492.7674418605,TrackMania,http://www.vgchartz.com/game/37665/trackmania/,0
Dungeon Defenders,2011-10-18,81,7.3,50,5067364,42040,1377,0,11983,26,401,Role-Playing,E10+,21,5,0,83,27,27,101347.28,Dungeon Defenders,http://www.vgchartz.com/game/47246/dungeon-defenders/,0.02
Anomaly: Warzone Earth,2011-04-08,80,7.3,4,3006,46,1,0,10,36,166,Strategy,E10+,30,6,0,27,9,9,751.5,Anomaly: Warzone Earth,http://www.vgchartz.com/game/50751/anomaly-warzone-earth/,NA
Dead Island,2011-09-05,80,6.8,36,2332183,6675,711,0,1517,24,1435,Action Adventure,M,18,6,0,196,97,97,64782.8611111111,Dead Island,http://www.vgchartz.com/game/18477/dead-island/,0.22
Assassin's Creed: Revelations,2011-11-29,80,7.4,38,993213,4261,225,0,726,20,785,Action Adventure,M,15,5,0,51,48,48,26137.1842105263,Assassin's Creed: Revelations,http://www.vgchartz.com/game/51140/assassins-creed-revelations/,0.75
World of Tanks,2011-09-06,80,3.7,42,520745,5543,219,0,2890,38,1478,First-Person,T,29,9,0,99,45,45,12398.6904761905,World of Tanks,http://www.vgchartz.com/game/50608/world-of-tanks/,0.29
"Warhammer 40,000: Dawn of War II - Retribution",2011-02-28,80,7.8,50,3550757,39223,1480,0,7839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71015.14,Warhammer 40,http://www.vgchartz.com/game/20078/warhammer-40000-dawn-of-war-ii/,0.47
Panzer Corps,2011-07-11,80,7.5,44,362087,3190,46,0,444,12,71,Strategy,NA,10,2,0,22,0,0,8229.25,Panzer Corps,http://www.vgchartz.com/gamedb/?name=Panzer+Corps,NA
Driver: San Francisco,2011-09-27,80,7,32,1336222,9873,254,0,3045,11,335,Driving,T,10,1,0,34,12,12,41756.9375,Driver: San Francisco,http://www.vgchartz.com/game/45791/driver-san-francisco/,0.19
CAPSIZED,2011-04-29,80,7.2,27,162159,2015,105,0,508,19,98,Action,NA,16,3,0,14,9,9,6005.88888888889,CAPSIZED,NA,NA
Runaway: A Twist of Fate,2011-04-21,79,8.2,50,763855,4659,151,0,1017,15,40,Adventure,T,13,2,0,4,2,2,15277.1,Runaway: A Twist of Fate,http://www.vgchartz.com/game/33780/runaway-a-twist-of-fate/,0.04
Bloodline Champions,2011-01-13,79,8,48,167372,1259,84,0,306,13,88,Action,NA,12,1,0,23,9,9,3486.91666666667,Blood,http://www.vgchartz.com/game/23337/blood/,NA
Dungeons of Dredmor,2011-07-13,79,7.8,50,2557444,27421,602,0,11102,18,205,Role-Playing,NA,13,5,0,46,19,19,51148.88,Dungeons,http://www.vgchartz.com/game/46740/dungeons/,0.09
Rage,2011-10-03,79,5.2,22,2813325,74965,1037,0,13832,32,1622,Action,M,24,7,1,209,139,139,127878.409090909,Rage,http://www.vgchartz.com/game/25457/rage/,0.37
The Sims 3: Pets,2011-10-18,79,6,34,2044434,20647,529,0,1720,18,67,Simulation,T,13,5,0,5,2,2,60130.4117647059,The Sims 3,http://www.vgchartz.com/game/17805/the-sims-3/,8.02
Two Worlds II: Pirates of the Flying Fortress,2011-09-30,78,7.5,50,470193,10428,85,0,1016,9,33,Role-Playing,M,8,0,1,8,2,2,9403.86,Two Worlds II,http://www.vgchartz.com/game/46625/two-worlds-ii/,0.2
Call of Duty: Modern Warfare 3,2011-11-08,78,2.5,41,271406,6585,130,0,1971,26,5670,Action,M,19,7,0,381,170,170,6619.65853658537,Call of Duty: Modern Warfare 3,http://www.vgchartz.com/game/44604/call-of-duty-modern-warfare-3/,1.72
Tropico 4,2011-08-30,78,7.7,31,371760,2709,58,0,457,46,359,Strategy,T,32,14,0,44,24,24,11992.2580645161,Tropico 4,http://www.vgchartz.com/game/46767/tropico-4/,0.27
Sonic Generations,2011-11-03,77,8.3,26,156852,2571,150,0,672,11,337,Action,E,8,3,0,89,17,17,6032.76923076923,Sonic Generations,http://www.vgchartz.com/game/67113/sonic-generations/,0.11
Men of War: Assault Squad,2011-06-14,77,8.2,21,69343,1678,31,0,246,21,94,Strategy,T,13,8,0,21,5,5,3302.04761904762,Men of War: Assault Squad,http://www.vgchartz.com/game/50710/men-of-war-assault-squad/,0.06
Section 8: Prejudice,2011-05-04,77,7.8,43,1480616,18117,652,0,3629,22,105,Action,T,18,4,0,29,14,14,34432.9302325581,Section 8,http://www.vgchartz.com/game/31787/section-8/,0.04
Might & Magic: Heroes VI,2011-10-13,77,6,29,1694189,8310,465,0,983,48,596,Role-Playing,T,37,11,0,79,36,36,58420.3103448276,Might & Magic: Heroes VI,http://www.vgchartz.com/gamedb/?name=Might+&+Magic%3A+Heroes+VI,0.33
Pro Evolution Soccer 2012,2011-09-27,77,6.4,25,26397,347,13,0,151,13,89,Sports,NA,8,5,0,9,2,2,1055.88,Pro Evolution Soccer 2012,http://www.vgchartz.com/game/51204/pro-evolution-soccer-2012/,0.09
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,77,5.8,39,114749,1011,26,0,411,20,110,Strategy,T,12,8,0,17,11,11,2942.28205128205,Magic: The Gathering - Duels of the Planeswalkers 2012,http://www.vgchartz.com/gamedb/?name=Magic%3A+The+Gathering+-+Duels+of+the+Planeswalkers+2012,0
The Sims Medieval,2011-03-22,77,6,37,320187,7870,102,0,1554,56,174,Simulation,T,35,21,0,24,13,13,8653.7027027027,The Sims,http://www.vgchartz.com/game/6478/the-sims/,0.05
Hamilton's Great Adventure,2011-05-31,77,7.5,46,331539,2314,91,0,544,10,25,Adventure,E,7,3,0,6,2,2,7207.36956521739,Hamilton's Great Adventure,http://www.vgchartz.com/gamedb/?name=Hamilton's+Great+Adventure,0
From Dust,2011-08-17,76,4.9,45,186913,3149,104,0,762,15,366,Strategy,E10+,10,5,0,42,40,40,4153.62222222222,From Dust,http://www.vgchartz.com/game/49330/from-dust/,0
Renegade Ops,2011-10-26,76,7.4,27,1027083,8699,219,0,1767,7,82,Action,T,4,3,0,13,3,3,38040.1111111111,Renegade Ops,http://www.vgchartz.com/gamedb/?name=Renegade+Ops,0
LEGO Star Wars III: The Clone Wars,2011-03-22,76,7.5,45,5863877,96376,3813,0,13656,14,44,Action Adventure,E10+,10,4,0,4,1,1,130308.377777778,LEGO Star Wars III: The Clone Wars,http://www.vgchartz.com/game/48795/lego-star-wars-iii-the-clone-wars/,0.25
Red Orchestra 2: Heroes of Stalingrad,2011-09-13,76,7.3,50,737370,11111,141,0,2197,49,732,Action,M,31,17,1,173,51,51,14747.4,Red Orchestra 2: Heroes of Stalingrad,http://www.vgchartz.com/game/41133/red-orchestra-2-heroes-of-stalingrad/,0.14
Who's That Flying?!,2011-01-31,76,6.7,41,57392,634,11,0,432,7,14,Action,NA,4,3,0,2,0,0,1399.80487804878,Who's That Flying?!,http://www.vgchartz.com/gamedb/?name=Who's+That+Flying?!,0
Payday: The Heist,2011-10-20,76,7.8,48,151103,1084,34,0,507,17,479,Action,M,10,7,0,109,31,31,3147.97916666667,Payday: The Heist,http://www.vgchartz.com/gamedb/?name=Payday%3A+The+Heist,0
Two Worlds II,2011-02-03,76,6.5,11,303,7,0,0,5,31,316,Role-Playing,M,19,12,0,32,35,35,27.5454545454545,Two Worlds II,http://www.vgchartz.com/game/46625/two-worlds-ii/,0.2
Avadon: The Black Fortress,2011-05-02,75,7.9,19,78392,209,6,0,43,8,61,Role-Playing,NA,4,4,0,14,6,6,4125.8947368421,Avadon: The Black Fortress,http://www.vgchartz.com/game/46382/avadon-the-black-fortress/,NA
Black Mirror III: Final Fear,2011-04-19,75,7.5,8,1421901,3627,228,0,754,15,28,Adventure,M,10,5,0,2,0,0,177737.625,Black Mirror III: Final Fear,http://www.vgchartz.com/gamedb/?name=Black+Mirror+III%3A+Final+Fear,NA
Red Faction: Armageddon,2011-06-07,75,6.7,50,287662,4295,91,0,1551,29,276,Action,M,18,11,0,43,30,30,5753.24,Red Faction: Armageddon,http://www.vgchartz.com/game/47247/red-faction-armageddon/,0.09
Back to the Future: The Game - Episode V: OUTATIME,2011-06-23,75,7.2,38,590562,5480,90,0,1556,17,33,Action Adventure,RP,10,6,1,8,2,2,15541.1052631579,Back to the Future: The Game - Episode V: OUTATIME,http://www.vgchartz.com/game/52396/back-to-the-future-the-game-episode-v-outatime/,NA
Atom Zombie Smasher,2011-01-23,75,7.1,47,4719869,94844,1848,0,24298,7,103,Strategy,T,4,3,0,30,3,3,100422.744680851,Atom Zombie Smasher,http://www.vgchartz.com/game/50688/atom-zombie-smasher/,NA
Fable III,2011-05-17,75,5.4,40,58816,561,32,0,229,39,559,Role-Playing,M,23,16,0,33,37,37,1470.4,Fable III,http://www.vgchartz.com/game/46925/fable-iii/,0.32
Alice: Madness Returns,2011-06-14,75,8.4,40,2638857,17254,545,0,4827,29,566,Action Adventure,M,17,12,0,105,26,26,65971.425,Alice: Madness Returns,http://www.vgchartz.com/game/33814/alice-madness-returns/,0.12
The Next Big Thing,2011-04-21,75,7.9,49,3452023,11903,588,0,847,30,35,Adventure,E10+,20,10,0,4,0,0,70449.4489795918,The Next Big Thing,http://www.vgchartz.com/gamedb/?name=The+Next+Big+Thing,0.06
Back to the Future: The Game - Episode II: Get Tannen!,2011-02-17,74,7.3,50,7755026,48572,784,0,16951,21,35,Action Adventure,RP,12,8,1,4,3,3,155100.52,Back to the Future: The Game - Episode II: Get Tannen!,http://www.vgchartz.com/game/52393/back-to-the-future-the-game-episode-ii-get-tannen/,NA
Space Pirates and Zombies,2011-08-15,74,7.7,44,2095722,11623,1296,0,2786,12,149,Adventure,NA,6,6,0,37,20,20,47630.0454545455,Space Pirates and Zombies,http://www.vgchartz.com/gamedb/?name=Space+Pirates+and+Zombies,0
"Warhammer 40,000: Space Marine",2011-09-05,74,7.4,14,112517,914,19,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8036.92857142857,Warhammer 40,http://www.vgchartz.com/game/20078/warhammer-40000-dawn-of-war-ii/,0.47
F.E.A.R. 3,2011-06-21,74,5.9,50,7814937,112156,4721,0,37147,34,423,First-Person Shooters,M,20,14,0,31,46,46,156298.74,F.E.A.R. 3,http://www.vgchartz.com/game/40828/fear-3/,0.15
Rock of Ages,2011-09-07,74,7.8,14,148338,427,28,0,172,17,121,Action,E10+,9,8,0,16,9,9,10595.5714285714,Rock of Ages,http://www.vgchartz.com/gamedb/?name=Rock+of+Ages,0
Deus Ex: Human Revolution - The Missing Link,2011-10-18,73,7.3,22,72138,1113,28,0,497,14,213,Action Adventure,M,7,7,0,16,12,12,3279,Deus Ex: Human Revolution,http://www.vgchartz.com/game/43322/deus-ex-human-revolution/,0.59
LEGO Pirates of the Caribbean: The Video Game,2011-05-24,73,6.6,47,194852,3828,134,0,430,11,17,Action Adventure,E10+,NA,NA,NA,NA,NA,NA,4145.78723404255,LEGO Pirates of the Caribbean: The Video Game,http://www.vgchartz.com/game/48621/lego-pirates-of-the-caribbean-the-video-game/,0.04
The Blackwell Deception,2011-10-12,73,8.5,7,599471,1524,127,0,262,10,39,Adventure,NA,5,5,0,3,0,0,85638.7142857143,The Blackwell Deception,http://www.vgchartz.com/gamedb/?name=The+Blackwell+Deception,NA
Hard Reset,2011-09-13,73,7.3,24,3271696,61640,1426,0,51710,49,347,Action,M,28,20,1,58,36,36,136320.666666667,Hard Reset,http://www.vgchartz.com/gamedb/?name=Hard+Reset,0
Solar 2,2011-06-17,72,7.1,27,233148,2479,155,0,622,8,69,Action,NA,6,1,1,5,11,11,8635.11111111111,Solar 2,http://www.vgchartz.com/gamedb/?name=Solar+2,0
Serious Sam 3: BFE,2011-11-22,72,8.2,48,12270168,42674,3510,0,9068,53,590,Action,NA,27,26,0,165,26,26,255628.5,Serious Sam 3: BFE,http://www.vgchartz.com/game/51615/serious-sam-3-bfe/,0.08
